PROD_ID,prod_name,category,unit_cost
623,Home Goods Item 623,Home Goods,222.27
624,Home Goods Item 624,Home Goods,61.23
625,Electronics Item 625,Electronics,212.35
626,Sporting Goods Item 626,Sporting Goods,103.36
627,Home Goods Item 627,Home Goods,261.33
628,Sporting Goods Item 628,Sporting Goods,170.17
629,Sporting Goods Item 629,Sporting Goods,110.65
630,Sporting Goods Item 630,Sporting Goods,40.93
631,Sporting Goods Item 631,Sporting Goods,224.23
632,Electronics Item 632,Electronics,121.19
633,Office Supplies Item 633,Office Supplies,233.13
634,Sporting Goods Item 634,Sporting Goods,126.94
635,Apparel Item 635,Apparel,283.15
636,Apparel Item 636,Apparel,243.75
637,Office Supplies Item 637,Office Supplies,78.72
638,Home Goods Item 638,Home Goods,18.63
639,Sporting Goods Item 639,Sporting Goods,279.91
640,Electronics Item 640,Electronics,136.11
641,Apparel Item 641,Apparel,118.87
642,Home Goods Item 642,Home Goods,295.31
643,Apparel Item 643,Apparel,208.06
644,Sporting Goods Item 644,Sporting Goods,252.41
645,Apparel Item 645,Apparel,141.56
646,Office Supplies Item 646,Office Supplies,53.83
647,Apparel Item 647,Apparel,277.24
648,Sporting Goods Item 648,Sporting Goods,73.1
649,Electronics Item 649,Electronics,42.95
650,Electronics Item 650,Electronics,37.44
651,Office Supplies Item 651,Office Supplies,264.15
652,Office Supplies Item 652,Office Supplies,282.37
653,Sporting Goods Item 653,Sporting Goods,95.81
654,Sporting Goods Item 654,Sporting Goods,286.14
655,Electronics Item 655,Electronics,230.67
656,Sporting Goods Item 656,Sporting Goods,10.94
657,Apparel Item 657,Apparel,46.59
658,Office Supplies Item 658,Office Supplies,155.79
659,Sporting Goods Item 659,Sporting Goods,69.02
660,Home Goods Item 660,Home Goods,76.16
661,Home Goods Item 661,Home Goods,74.99
662,Home Goods Item 662,Home Goods,193.28
663,Apparel Item 663,Apparel,83.58
664,Sporting Goods Item 664,Sporting Goods,202.35
665,Home Goods Item 665,Home Goods,37.42
666,Sporting Goods Item 666,Sporting Goods,67.8
667,Sporting Goods Item 667,Sporting Goods,119.26
668,Sporting Goods Item 668,Sporting Goods,91.35
669,Home Goods Item 669,Home Goods,146.13
670,Office Supplies Item 670,Office Supplies,198.39
671,Sporting Goods Item 671,Sporting Goods,153.93
672,Electronics Item 672,Electronics,10.5
673,Home Goods Item 673,Home Goods,213.68
674,Apparel Item 674,Apparel,199.44
675,Apparel Item 675,Apparel,85.25
676,Electronics Item 676,Electronics,83.14
677,Office Supplies Item 677,Office Supplies,166.88
678,Office Supplies Item 678,Office Supplies,231.6
679,Office Supplies Item 679,Office Supplies,47.16
680,Sporting Goods Item 680,Sporting Goods,165.34
681,Home Goods Item 681,Home Goods,37.19
682,Sporting Goods Item 682,Sporting Goods,73.06
683,Home Goods Item 683,Home Goods,90.52
684,Home Goods Item 684,Home Goods,256.96
685,Home Goods Item 685,Home Goods,213.66
686,Sporting Goods Item 686,Sporting Goods,171.67
687,Apparel Item 687,Apparel,121.65
688,Office Supplies Item 688,Office Supplies,60.47
689,Apparel Item 689,Apparel,211.99
690,Apparel Item 690,Apparel,40.31
691,Electronics Item 691,Electronics,34.51
692,Office Supplies Item 692,Office Supplies,232.4
693,Office Supplies Item 693,Office Supplies,111.52
694,Apparel Item 694,Apparel,5.46
695,Home Goods Item 695,Home Goods,191.64
696,Electronics Item 696,Electronics,148.3
697,Home Goods Item 697,Home Goods,271.09
698,Home Goods Item 698,Home Goods,65.11
699,Home Goods Item 699,Home Goods,159.51
700,Electronics Item 700,Electronics,80.63
701,Apparel Item 701,Apparel,242.46
702,Sporting Goods Item 702,Sporting Goods,59.21
703,Electronics Item 703,Electronics,94.17
704,Sporting Goods Item 704,Sporting Goods,81.51
705,Sporting Goods Item 705,Sporting Goods,10.09
706,Sporting Goods Item 706,Sporting Goods,188.67
707,Electronics Item 707,Electronics,107.47
708,Electronics Item 708,Electronics,253.43
709,Sporting Goods Item 709,Sporting Goods,288.82
710,Electronics Item 710,Electronics,11.13
711,Electronics Item 711,Electronics,246.76
712,Office Supplies Item 712,Office Supplies,205.56
713,Office Supplies Item 713,Office Supplies,80.32
714,Home Goods Item 714,Home Goods,229.93
715,Office Supplies Item 715,Office Supplies,218.57
716,Home Goods Item 716,Home Goods,189.83
717,Sporting Goods Item 717,Sporting Goods,131.9
718,Office Supplies Item 718,Office Supplies,137.1
719,Home Goods Item 719,Home Goods,220.83
720,Electronics Item 720,Electronics,234.2
721,Sporting Goods Item 721,Sporting Goods,124.58
722,Sporting Goods Item 722,Sporting Goods,163.79
723,Electronics Item 723,Electronics,243.25
724,Home Goods Item 724,Home Goods,114.46
725,Sporting Goods Item 725,Sporting Goods,266.12
726,Apparel Item 726,Apparel,136.19
727,Apparel Item 727,Apparel,35.77
728,Sporting Goods Item 728,Sporting Goods,170.56
729,Office Supplies Item 729,Office Supplies,289.33
730,Home Goods Item 730,Home Goods,224.27
731,Electronics Item 731,Electronics,87.95
732,Home Goods Item 732,Home Goods,129.57
733,Sporting Goods Item 733,Sporting Goods,263.14
734,Office Supplies Item 734,Office Supplies,145.73
735,Electronics Item 735,Electronics,153.14
736,Apparel Item 736,Apparel,198.95
737,Sporting Goods Item 737,Sporting Goods,268.75
738,Electronics Item 738,Electronics,189.09
739,Home Goods Item 739,Home Goods,65.49
740,Sporting Goods Item 740,Sporting Goods,202.63
741,Sporting Goods Item 741,Sporting Goods,191.67
742,Sporting Goods Item 742,Sporting Goods,7.59
743,Electronics Item 743,Electronics,284.84
744,Office Supplies Item 744,Office Supplies,134.34
745,Office Supplies Item 745,Office Supplies,256.65
746,Electronics Item 746,Electronics,36.85
747,Sporting Goods Item 747,Sporting Goods,15.63
748,Electronics Item 748,Electronics,141.78
749,Home Goods Item 749,Home Goods,271.37
750,Home Goods Item 750,Home Goods,91.82
751,Sporting Goods Item 751,Sporting Goods,143.04
752,Apparel Item 752,Apparel,46.5
753,Office Supplies Item 753,Office Supplies,202.44
754,Home Goods Item 754,Home Goods,199.85
755,Apparel Item 755,Apparel,20.66
756,Apparel Item 756,Apparel,205.42
757,Sporting Goods Item 757,Sporting Goods,221.96
758,Electronics Item 758,Electronics,105.96
759,Apparel Item 759,Apparel,60.38
760,Home Goods Item 760,Home Goods,254.31
761,Sporting Goods Item 761,Sporting Goods,14.22
762,Sporting Goods Item 762,Sporting Goods,132.26
763,Sporting Goods Item 763,Sporting Goods,215.19
764,Sporting Goods Item 764,Sporting Goods,123.77
765,Office Supplies Item 765,Office Supplies,162.4
766,Apparel Item 766,Apparel,58.1
767,Office Supplies Item 767,Office Supplies,118.8
768,Electronics Item 768,Electronics,79.1
769,Apparel Item 769,Apparel,115.77
770,Apparel Item 770,Apparel,52.63
771,Apparel Item 771,Apparel,183.19
772,Electronics Item 772,Electronics,122.37
773,Sporting Goods Item 773,Sporting Goods,18.5
774,Apparel Item 774,Apparel,25.91
775,Electronics Item 775,Electronics,138.66
776,Home Goods Item 776,Home Goods,29.18
777,Apparel Item 777,Apparel,269.35
778,Apparel Item 778,Apparel,248.63
779,Sporting Goods Item 779,Sporting Goods,65.23
780,Apparel Item 780,Apparel,173.7
781,Office Supplies Item 781,Office Supplies,298.02
782,Electronics Item 782,Electronics,14.12
783,Office Supplies Item 783,Office Supplies,87.53
784,Home Goods Item 784,Home Goods,218.03
785,Office Supplies Item 785,Office Supplies,132.45
786,Electronics Item 786,Electronics,187.73
787,Electronics Item 787,Electronics,183.26
788,Electronics Item 788,Electronics,163.97
789,Electronics Item 789,Electronics,226.67
790,Home Goods Item 790,Home Goods,12.54
791,Apparel Item 791,Apparel,73.35
792,Sporting Goods Item 792,Sporting Goods,203.54
793,Office Supplies Item 793,Office Supplies,181.12
794,Sporting Goods Item 794,Sporting Goods,261.94
795,Office Supplies Item 795,Office Supplies,171.39
796,Office Supplies Item 796,Office Supplies,41.84
797,Home Goods Item 797,Home Goods,70.91
798,Apparel Item 798,Apparel,61.22
799,Electronics Item 799,Electronics,209.69
800,Apparel Item 800,Apparel,114.83
