ORDER_ID,CUST_ID,order_dt,region,status
5133,400,2025-03-28,Northeast,completed
5134,2021,2025-09-30,Midwest,completed
5135,2982,2024-12-09,Midwest,returned
5136,3087,2024-08-01,Midwest,completed
5137,2657,2025-07-30,Southeast,completed
5138,4480,2025-05-07,Midwest,completed
5139,954,2025-03-19,Northeast,completed
5140,1916,2026-05-21,West,completed
5141,4570,2026-03-11,Northeast,completed
5142,1763,2025-10-28,Southwest,completed
5143,4893,2025-05-14,Southwest,completed
5144,3497,2026-07-11,Southwest,returned
5145,290,2026-03-28,Midwest,completed
5146,3798,2026-05-10,Northeast,completed
5147,18,2025-07-22,Northeast,completed
5148,2334,2025-08-14,Northeast,completed
5149,2057,2025-06-18,Southeast,returned
5150,884,2026-08-08,West,completed
5151,4197,2024-01-23,Southeast,completed
5152,903,2025-01-02,Southeast,returned
5153,1791,2024-09-20,Southeast,completed
5154,4448,2024-08-08,Northeast,completed
5155,985,2026-06-17,Southwest,completed
5156,2793,2024-01-04,Southeast,completed
5157,4973,2024-04-06,West,completed
5158,2030,2025-04-16,Southeast,completed
5159,4548,2024-02-10,West,completed
5160,200,2024-04-21,Midwest,completed
5161,2737,2024-02-27,Northeast,cancelled
5162,3,2026-06-24,Midwest,completed
5163,3217,2026-08-09,West,completed
5164,1891,2024-07-16,Southeast,completed
5165,996,2026-04-19,West,completed
5166,3700,2026-08-18,Midwest,completed
5167,3300,2025-01-02,Northeast,completed
5168,3894,2025-11-08,Northeast,completed
5169,212,2025-08-17,West,completed
5170,1599,2025-11-10,Northeast,completed
5171,3021,2025-12-28,Southwest,completed
5172,4780,2026-07-26,Southeast,completed
5173,3894,2025-03-14,Northeast,completed
5174,2253,2024-07-10,Northeast,completed
5175,2117,2025-12-09,Southeast,completed
5176,4328,2026-05-12,West,completed
5177,2097,2025-11-30,Southeast,completed
5178,2368,2024-06-16,Southwest,completed
5179,1915,2024-03-22,West,completed
5180,839,2026-01-01,Northeast,returned
5181,823,2025-04-22,Southeast,completed
5182,4278,2024-03-16,Southeast,completed
5183,3217,2024-05-21,West,completed
5184,4357,2026-05-08,Northeast,completed
5185,2113,2024-11-02,Southwest,returned
5186,946,2025-01-31,Northeast,completed
5187,4495,2025-03-25,Northeast,completed
5188,3519,2026-05-25,Southwest,completed
5189,1861,2025-10-19,West,completed
5190,1924,2025-10-02,Midwest,completed
5191,107,2025-01-05,Midwest,completed
5192,2748,2024-05-29,Midwest,completed
5193,2992,2024-02-03,Southeast,returned
5194,2585,2024-04-17,Southeast,completed
5195,4257,2025-03-28,West,completed
5196,1602,2024-03-27,Northeast,completed
5197,877,2025-06-23,Northeast,completed
5198,1092,2025-11-24,Northeast,completed
5199,2845,2026-06-17,Southeast,completed
5200,60,2024-10-30,Northeast,cancelled
5201,369,2025-02-23,Midwest,completed
5202,1254,2026-07-17,West,completed
5203,4904,2024-11-18,Northeast,completed
5204,4554,2024-02-09,Southeast,completed
5205,3311,2024-03-28,West,completed
5206,655,2026-03-17,Southeast,completed
5207,4195,2026-06-14,Northeast,completed
5208,4367,2025-02-27,Midwest,completed
5209,2366,2024-10-26,Southwest,completed
5210,2257,2024-07-11,Midwest,completed
5211,1113,2025-08-28,Southwest,completed
5212,2280,2026-01-14,Midwest,completed
5213,495,2026-07-24,Northeast,completed
5214,3756,2025-02-17,West,completed
5215,2178,2024-08-05,Southeast,completed
5216,2309,2026-06-13,Northeast,completed
5217,3328,2024-07-16,Northeast,completed
5218,1263,2026-06-15,Northeast,completed
5219,4015,2025-03-23,Southwest,completed
5220,2751,2026-04-09,Southeast,completed
5221,2759,2024-11-14,Northeast,completed
5222,713,2024-06-30,West,completed
5223,2092,2025-08-09,Southeast,completed
5224,1712,2025-01-04,Southwest,completed
5225,2915,2024-08-18,Northeast,completed
5226,1397,2025-09-29,West,completed
5227,2645,2024-11-02,Southwest,completed
5228,1881,2025-12-29,Midwest,completed
5229,3437,2025-10-26,Southwest,cancelled
5230,2420,2026-06-02,Southeast,completed
5231,4782,2024-04-06,Southwest,completed
5232,1513,2025-06-16,West,completed
5233,4969,2025-12-09,Southeast,completed
5234,2488,2025-09-10,Southwest,completed
5235,3269,2025-02-01,Midwest,cancelled
5236,1687,2024-10-15,Southwest,completed
5237,232,2025-04-27,Southwest,completed
5238,2175,2025-03-01,Southeast,completed
5239,2130,2026-01-03,Southwest,completed
5240,4620,2025-04-07,Southwest,completed
5241,1468,2025-03-30,West,cancelled
5242,1255,2025-04-04,Midwest,completed
5243,4716,2024-10-25,West,completed
5244,2104,2025-06-15,Southeast,completed
5245,1350,2025-11-06,Southeast,completed
5246,1562,2025-12-20,Northeast,completed
5247,748,2024-09-12,Northeast,completed
5248,4960,2026-06-21,Southwest,completed
5249,4173,2024-01-22,Midwest,completed
5250,2674,2026-03-01,Southeast,completed
5251,2077,2024-07-24,Southwest,completed
5252,373,2025-09-19,Northeast,completed
5253,1409,2024-10-01,Southeast,completed
5254,4867,2025-11-28,Northeast,completed
5255,203,2025-03-25,Southeast,completed
5256,2121,2024-05-04,West,completed
5257,2598,2025-07-13,Northeast,completed
5258,3308,2025-03-16,Southwest,completed
5259,4766,2024-02-23,Southeast,completed
5260,3907,2025-12-29,West,completed
5261,4432,2024-03-08,West,completed
5262,30,2025-01-15,West,completed
5263,2752,2024-05-23,Southwest,completed
5264,4980,2024-04-20,West,completed
5265,1078,2024-07-14,West,completed
5266,4120,2026-03-04,West,completed
5267,872,2024-07-25,Southeast,completed
5268,482,2025-04-07,Northeast,completed
5269,4279,2025-07-18,Southwest,cancelled
5270,2519,2024-09-10,West,completed
5271,3642,2025-06-15,West,completed
5272,809,2025-04-28,Northeast,completed
5273,4482,2024-12-30,Southeast,completed
5274,1316,2026-07-08,Southwest,completed
5275,3713,2025-01-02,Southwest,completed
5276,4530,2024-06-11,Northeast,completed
5277,2603,2024-11-09,Southwest,returned
5278,1051,2025-07-06,Midwest,completed
5279,1623,2026-05-16,Southwest,completed
5280,1897,2025-10-18,Southwest,completed
5281,350,2024-04-20,Southwest,completed
5282,11,2026-03-16,Midwest,completed
5283,4118,2026-06-29,Midwest,completed
5284,2208,2026-07-18,West,completed
5285,1632,2024-02-16,Midwest,cancelled
5286,2582,2025-08-30,West,completed
5287,3741,2025-01-05,Southeast,completed
5288,829,2024-02-06,Midwest,completed
5289,1601,2025-02-05,West,returned
5290,2973,2024-03-22,Southeast,completed
5291,4472,2025-10-17,Southeast,returned
5292,3647,2026-02-08,West,completed
5293,4011,2025-03-29,West,completed
5294,2889,2024-08-03,Midwest,completed
5295,3910,2024-02-11,Midwest,completed
5296,1558,2026-02-08,Southeast,completed
5297,3021,2025-11-25,Southwest,completed
5298,1719,2025-07-20,Southwest,completed
5299,4015,2024-10-17,Southwest,completed
5300,2288,2024-11-14,Southwest,completed
5301,4930,2025-02-17,West,completed
5302,4122,2026-03-16,West,completed
5303,736,2025-07-22,Southwest,completed
5304,3109,2024-05-23,West,completed
5305,1671,2024-02-09,Northeast,completed
5306,2711,2024-01-15,Southeast,completed
5307,614,2024-12-14,Northeast,completed
5308,4597,2024-06-23,West,completed
5309,3494,2024-10-09,Northeast,completed
5310,1519,2025-12-25,Northeast,completed
5311,1790,2024-04-26,Northeast,completed
5312,202,2025-11-20,Southeast,completed
5313,67,2024-04-18,West,completed
5314,2637,2025-09-19,Southeast,returned
5315,2520,2025-08-26,West,completed
5316,2932,2025-03-10,Northeast,completed
5317,3267,2025-03-06,Midwest,completed
5318,1127,2024-10-19,Southwest,cancelled
5319,862,2024-07-20,Midwest,completed
5320,2871,2026-06-10,Northeast,completed
5321,526,2025-05-08,Northeast,completed
5322,2229,2025-11-30,Midwest,completed
5323,4818,2026-03-09,West,completed
5324,2299,2024-09-13,Northeast,returned
5325,4663,2025-10-03,West,completed
5326,3903,2026-05-18,Northeast,completed
5327,4447,2024-09-25,Southwest,completed
5328,173,2025-09-25,Midwest,completed
5329,4565,2024-10-21,West,completed
5330,2135,2026-02-21,Southeast,completed
5331,482,2024-02-20,Northeast,completed
5332,1193,2025-04-11,West,completed
5333,436,2025-11-21,Northeast,completed
5334,839,2025-05-25,Northeast,completed
5335,513,2025-09-22,West,completed
5336,176,2024-05-07,Southwest,completed
5337,2427,2024-11-22,Northeast,completed
5338,44,2025-06-25,Southeast,completed
5339,669,2025-09-07,West,completed
5340,4005,2025-12-14,West,completed
5341,1441,2026-01-16,West,completed
5342,3495,2025-12-04,Northeast,completed
5343,4757,2025-12-10,Northeast,completed
5344,1277,2024-01-08,Southwest,completed
5345,2360,2024-03-02,Southwest,completed
5346,3427,2026-01-15,Southeast,completed
5347,918,2025-07-12,Southwest,completed
5348,4525,2026-04-02,Southwest,completed
5349,4363,2024-11-21,Midwest,completed
5350,25,2026-07-05,Southwest,completed
5351,1195,2025-10-14,West,completed
5352,3050,2025-10-14,Southeast,completed
5353,1273,2026-03-08,West,completed
5354,3709,2024-04-09,Southwest,completed
5355,467,2024-08-06,Southwest,cancelled
5356,2869,2026-03-21,Southwest,completed
5357,1361,2025-09-24,Northeast,completed
5358,4724,2024-03-04,Southeast,completed
5359,3201,2026-03-06,Southwest,completed
5360,1315,2025-03-13,Southwest,cancelled
5361,748,2025-12-07,Northeast,completed
5362,846,2024-03-10,Southwest,completed
5363,3714,2026-04-28,Southwest,completed
5364,2201,2026-05-31,Midwest,returned
5365,544,2025-03-20,Southwest,completed
5366,2802,2025-09-17,Northeast,completed
5367,2753,2024-01-19,Northeast,completed
5368,2679,2024-02-01,West,completed
5369,1962,2025-12-07,Southeast,completed
5370,1038,2025-03-17,Southwest,completed
5371,4167,2025-07-09,Southeast,completed
5372,212,2025-10-31,West,completed
5373,2623,2025-05-18,West,completed
5374,2594,2025-11-21,Midwest,completed
5375,268,2024-11-24,Northeast,completed
5376,4494,2024-12-27,Midwest,completed
5377,1740,2024-10-28,Midwest,completed
5378,3443,2026-05-12,West,completed
5379,1151,2025-09-28,Southeast,completed
5380,3119,2025-08-09,Midwest,completed
5381,3493,2026-02-15,Northeast,completed
5382,4936,2024-02-07,Southeast,completed
5383,4811,2026-04-04,Southeast,completed
5384,2992,2025-07-07,Southeast,completed
5385,2358,2024-04-04,Southwest,completed
5386,2805,2026-02-16,Southwest,completed
5387,498,2026-01-02,West,completed
5388,2780,2024-06-24,Midwest,completed
5389,64,2024-08-07,West,completed
5390,1441,2025-10-10,West,completed
5391,1633,2025-08-31,Northeast,completed
5392,3270,2025-11-21,West,returned
5393,546,2025-02-13,Southeast,completed
5394,3396,2025-11-05,Southeast,completed
5395,1724,2024-08-15,Southeast,returned
5396,2012,2024-07-27,Southeast,completed
5397,3530,2025-07-18,Northeast,completed
5398,2632,2025-03-27,Southeast,completed
5399,3616,2025-10-09,Midwest,completed
5400,3737,2024-01-22,Northeast,completed
5401,1086,2026-03-20,Northeast,completed
5402,3469,2025-05-16,Southeast,completed
5403,4765,2025-06-08,Midwest,cancelled
5404,916,2025-06-22,Midwest,completed
5405,1633,2025-03-21,Northeast,completed
5406,3528,2024-01-03,Southwest,completed
5407,2905,2024-12-28,Northeast,completed
5408,2507,2024-04-30,Northeast,completed
5409,4495,2025-10-12,Northeast,completed
5410,4564,2025-06-11,Midwest,completed
5411,4633,2024-10-02,Southeast,completed
5412,2075,2026-07-31,Southeast,completed
5413,157,2025-07-06,Southwest,completed
5414,382,2025-11-09,Southwest,completed
5415,892,2026-04-29,Southeast,completed
5416,164,2026-03-11,Midwest,completed
5417,4749,2026-04-14,West,cancelled
5418,2311,2024-05-28,West,returned
5419,624,2025-11-07,Northeast,completed
5420,4695,2024-12-04,Southwest,completed
5421,1803,2025-05-03,Northeast,completed
5422,733,2025-11-10,Midwest,completed
5423,4926,2025-10-25,West,completed
5424,423,2024-12-03,Southwest,completed
5425,2889,2025-07-13,Midwest,completed
5426,778,2026-03-12,West,completed
5427,2936,2025-05-30,West,completed
5428,4066,2025-03-23,Northeast,cancelled
5429,4665,2024-10-10,Southeast,completed
5430,1929,2025-02-04,West,completed
5431,747,2024-06-01,Northeast,completed
5432,3807,2025-10-16,West,cancelled
5433,4789,2026-02-09,Southeast,completed
5434,3172,2025-07-15,Southwest,completed
5435,1568,2026-02-23,Midwest,completed
5436,3093,2026-05-11,Southeast,completed
5437,1224,2024-04-22,West,completed
5438,3362,2024-01-09,Southeast,completed
5439,1766,2025-07-09,Northeast,completed
5440,366,2024-09-16,Midwest,completed
5441,4969,2024-10-15,Southeast,completed
5442,2697,2025-07-31,Southwest,completed
5443,110,2024-07-26,Southwest,completed
5444,232,2026-05-19,Southwest,completed
5445,407,2025-10-26,Midwest,completed
5446,1830,2026-05-06,Southwest,completed
5447,3089,2024-11-22,Northeast,completed
5448,125,2024-10-24,Northeast,completed
5449,3270,2024-12-10,West,completed
5450,3910,2026-07-17,Midwest,completed
5451,3900,2025-10-29,Southeast,completed
5452,1772,2026-06-11,West,completed
5453,3928,2024-04-09,Southeast,completed
5454,4062,2026-07-25,West,returned
5455,1191,2024-07-12,Southeast,completed
5456,319,2024-05-02,Southwest,completed
5457,805,2024-01-30,Southwest,completed
5458,843,2026-07-13,Midwest,completed
5459,4136,2026-02-09,Southeast,completed
5460,4625,2026-02-02,Southeast,cancelled
5461,1113,2024-03-13,Southwest,completed
5462,3357,2024-07-04,Southwest,completed
5463,4677,2025-06-29,Southwest,completed
5464,1485,2026-04-24,West,completed
5465,2350,2024-01-08,Northeast,completed
5466,404,2026-08-10,Northeast,completed
5467,1660,2025-11-28,Northeast,returned
5468,3912,2026-04-11,Southwest,completed
5469,4012,2024-08-09,Southwest,completed
5470,1086,2024-11-13,Northeast,completed
5471,4017,2024-08-09,Southeast,completed
5472,2445,2025-10-12,West,completed
5473,4205,2026-02-15,Midwest,cancelled
5474,973,2024-04-01,Southeast,completed
5475,4493,2025-06-13,Southeast,completed
5476,185,2025-09-15,West,completed
5477,2870,2026-03-24,West,completed
5478,4603,2024-06-01,West,completed
5479,3327,2025-07-25,Southeast,completed
5480,2909,2024-10-02,Northeast,completed
5481,417,2024-08-14,Southwest,completed
5482,1222,2024-10-26,Northeast,completed
5483,4175,2025-08-07,Northeast,completed
5484,1591,2025-12-26,West,completed
5485,4062,2026-08-21,West,completed
5486,2691,2025-10-05,West,completed
5487,4956,2024-11-21,Midwest,completed
5488,973,2025-03-07,Southeast,completed
5489,2727,2026-05-20,Southwest,completed
5490,1437,2026-05-16,Southwest,completed
5491,1641,2024-11-08,West,completed
5492,4864,2024-03-13,Northeast,completed
5493,901,2025-01-18,Southeast,completed
5494,3560,2026-04-05,Northeast,completed
5495,3462,2025-07-03,West,completed
5496,1574,2026-08-07,Midwest,completed
5497,2825,2025-08-15,Midwest,completed
5498,3134,2024-06-02,Northeast,completed
5499,2686,2025-09-19,Southeast,completed
5500,3257,2024-08-04,Midwest,completed
5501,3175,2025-09-17,West,completed
5502,188,2024-11-19,Northeast,completed
5503,2447,2024-03-11,Midwest,completed
5504,1885,2024-11-14,Northeast,completed
5505,3665,2025-02-15,Midwest,cancelled
5506,3251,2024-08-03,Southeast,completed
5507,89,2024-02-21,Northeast,completed
5508,2578,2025-05-25,Northeast,completed
5509,1357,2025-06-10,Southwest,returned
5510,1504,2025-10-18,Midwest,returned
5511,3024,2024-09-21,Northeast,completed
5512,3992,2025-03-01,Southwest,completed
5513,328,2026-02-13,Southeast,completed
5514,663,2025-11-07,Southwest,completed
5515,4374,2024-10-01,Midwest,completed
5516,653,2025-07-07,Southwest,completed
5517,874,2024-04-21,Midwest,completed
5518,756,2024-02-25,Southeast,completed
5519,2161,2024-10-02,Southeast,completed
5520,217,2026-03-12,Midwest,completed
5521,2760,2024-08-29,West,completed
5522,2390,2026-05-13,Midwest,completed
5523,3532,2026-01-19,West,completed
5524,374,2025-01-25,Southwest,returned
5525,683,2026-02-25,Midwest,completed
5526,397,2025-02-25,Northeast,completed
5527,879,2026-01-10,Southwest,completed
5528,1154,2025-09-20,Midwest,completed
5529,1777,2025-08-24,Northeast,completed
5530,622,2026-02-07,West,cancelled
5531,3271,2025-04-18,Midwest,completed
5532,4400,2025-05-27,Midwest,completed
5533,1567,2026-03-11,Southwest,completed
5534,3679,2024-12-14,Midwest,completed
5535,2314,2024-03-10,Northeast,completed
5536,3339,2026-02-23,West,completed
5537,3430,2024-04-04,Southeast,returned
5538,3750,2024-03-12,Midwest,completed
5539,34,2025-01-30,Southwest,cancelled
5540,3859,2025-06-04,Southwest,completed
5541,3827,2025-07-12,Southwest,completed
5542,568,2024-02-14,Northeast,completed
5543,95,2024-02-02,West,completed
5544,4990,2026-06-22,Northeast,completed
5545,2584,2026-08-15,West,completed
5546,2023,2024-01-22,Northeast,cancelled
5547,2638,2024-11-08,West,returned
5548,584,2024-01-30,Midwest,completed
5549,2026,2026-05-07,Midwest,completed
5550,3196,2024-01-07,Southeast,completed
5551,3839,2026-04-06,Northeast,completed
5552,1077,2026-06-10,Southwest,completed
5553,2835,2024-08-13,Southwest,completed
5554,2490,2025-07-04,Northeast,completed
5555,1495,2025-06-22,Midwest,completed
5556,4562,2026-04-10,Southeast,completed
5557,571,2025-08-31,Southwest,completed
5558,749,2024-02-27,Southeast,completed
5559,4956,2025-05-26,Midwest,returned
5560,4172,2025-07-26,Northeast,completed
5561,3073,2026-05-11,Southwest,returned
5562,4643,2024-01-18,Northeast,completed
5563,3441,2025-11-18,Midwest,completed
5564,1972,2025-03-06,Northeast,completed
5565,376,2026-08-02,Midwest,completed
5566,3309,2026-07-29,West,completed
5567,1979,2025-09-20,Southwest,completed
5568,335,2025-02-13,Midwest,completed
5569,2129,2026-01-02,Southeast,completed
5570,4056,2024-06-27,Midwest,completed
5571,1001,2026-05-21,Southwest,completed
5572,4162,2025-01-07,Southwest,completed
5573,4122,2024-11-04,West,completed
5574,3965,2024-04-27,Southeast,completed
5575,2143,2025-06-01,West,completed
5576,3020,2024-11-19,Southwest,completed
5577,1336,2024-07-03,West,completed
5578,4619,2025-02-07,Southeast,completed
5579,168,2025-02-27,Southwest,completed
5580,1797,2025-10-27,Midwest,completed
5581,3870,2024-06-23,Northeast,completed
5582,3485,2026-04-14,West,completed
5583,4407,2024-10-01,West,completed
5584,2529,2025-12-31,Southwest,completed
5585,3668,2024-07-05,West,cancelled
5586,4446,2025-10-04,Southeast,completed
5587,4466,2024-06-07,Southwest,completed
5588,1653,2025-04-20,West,completed
5589,4368,2024-10-16,Southeast,completed
5590,3704,2026-06-07,West,completed
5591,1232,2024-05-23,Southeast,completed
5592,4326,2025-09-16,Midwest,completed
5593,1781,2024-10-19,Northeast,cancelled
5594,456,2024-08-03,Midwest,completed
5595,1523,2025-03-18,Southeast,completed
5596,1947,2025-01-15,Northeast,completed
5597,565,2025-03-20,Midwest,cancelled
5598,2421,2025-06-15,Midwest,completed
5599,404,2024-07-20,Northeast,completed
5600,805,2024-04-12,Southwest,completed
5601,3760,2026-08-13,Southwest,completed
5602,1734,2025-06-16,Northeast,completed
5603,807,2025-11-15,Southeast,completed
5604,4483,2024-12-11,West,returned
5605,4467,2024-10-13,Midwest,completed
5606,1608,2026-03-10,Northeast,completed
5607,4638,2025-07-14,West,completed
5608,2709,2024-03-24,Southwest,completed
5609,3345,2025-05-20,West,returned
5610,1015,2025-12-30,Southwest,completed
5611,49,2024-01-30,Midwest,completed
5612,3347,2025-04-25,Southeast,completed
5613,4511,2025-09-16,Southwest,completed
5614,637,2025-06-02,Northeast,completed
5615,897,2024-11-05,Southwest,completed
5616,4491,2024-09-23,Southeast,completed
5617,3484,2025-10-11,Southeast,completed
5618,2015,2026-01-23,Northeast,completed
5619,4390,2026-01-01,Midwest,completed
5620,3335,2024-11-23,Southeast,completed
5621,4885,2025-02-27,Northeast,completed
5622,2707,2024-08-18,Northeast,cancelled
5623,1726,2025-07-10,Midwest,completed
5624,3671,2024-03-03,Northeast,completed
5625,4602,2025-09-03,West,completed
5626,1172,2024-10-04,Southeast,completed
5627,1427,2024-02-23,Midwest,completed
5628,2570,2024-06-06,Midwest,completed
5629,4173,2025-09-08,Midwest,cancelled
5630,377,2026-05-21,Southwest,completed
5631,1291,2025-03-28,Northeast,completed
5632,3812,2025-01-12,Southwest,completed
5633,3548,2024-10-22,Southeast,completed
5634,2623,2024-08-13,West,completed
5635,2235,2024-03-14,Midwest,completed
5636,145,2024-12-02,Southeast,completed
5637,4546,2024-01-29,Southeast,completed
5638,3210,2024-05-11,Southeast,completed
5639,200,2025-08-20,Midwest,completed
5640,3616,2025-09-01,Midwest,completed
5641,3322,2024-06-20,Southeast,completed
5642,2050,2024-09-29,Midwest,completed
5643,4489,2025-03-20,Midwest,completed
5644,2532,2024-01-21,West,completed
5645,426,2026-01-13,Midwest,completed
5646,4445,2026-07-21,West,completed
5647,2216,2026-03-21,Northeast,completed
5648,1380,2025-04-07,Midwest,completed
5649,4848,2025-02-25,Southwest,completed
5650,4117,2024-10-28,Southeast,completed
5651,2818,2024-07-30,Southeast,completed
5652,4659,2025-06-26,Midwest,completed
5653,1840,2026-01-29,West,completed
5654,4094,2024-04-25,West,completed
5655,1429,2026-07-29,West,completed
5656,4628,2024-02-01,West,completed
5657,1173,2025-09-04,Midwest,completed
5658,2393,2024-02-09,Southwest,completed
5659,4140,2026-06-28,Southwest,completed
5660,968,2026-08-02,Midwest,completed
5661,2980,2024-06-21,Southeast,completed
5662,187,2024-09-12,Northeast,completed
5663,3344,2024-04-25,Midwest,completed
5664,932,2026-04-10,Midwest,completed
5665,4472,2025-03-31,Southeast,returned
5666,3706,2026-02-10,Northeast,completed
5667,4620,2024-12-11,Southwest,completed
5668,109,2024-05-10,West,completed
5669,4846,2024-11-02,Southwest,completed
5670,895,2025-09-02,West,completed
5671,3569,2024-08-30,Northeast,completed
5672,764,2025-08-25,Northeast,completed
5673,2215,2025-01-26,Northeast,completed
5674,956,2024-01-15,Southwest,completed
5675,1081,2025-11-20,West,completed
5676,2936,2024-11-19,West,completed
5677,137,2025-09-13,Southeast,completed
5678,2604,2025-11-18,Midwest,completed
5679,555,2024-09-12,Southwest,completed
5680,1601,2024-02-07,West,completed
5681,2939,2025-04-20,Midwest,completed
5682,3611,2025-03-22,Northeast,cancelled
5683,4282,2026-03-20,West,completed
5684,2902,2025-05-29,Midwest,completed
5685,2840,2024-08-15,Northeast,completed
5686,603,2026-05-17,Southeast,completed
5687,3069,2025-01-08,Midwest,completed
5688,3995,2025-09-06,Southeast,completed
5689,4308,2024-02-28,Southeast,completed
5690,3903,2026-08-22,Northeast,completed
5691,2674,2026-05-27,Southeast,cancelled
5692,4692,2026-07-16,Midwest,completed
5693,3945,2024-10-31,Southeast,completed
5694,484,2026-02-12,Midwest,completed
5695,3889,2026-06-17,Southwest,completed
5696,3067,2025-07-07,Northeast,completed
5697,4700,2024-11-10,Northeast,completed
5698,2639,2024-07-01,Northeast,completed
5699,2469,2025-07-08,Northeast,completed
5700,2935,2026-03-30,Southwest,completed
5701,3510,2025-02-21,Northeast,completed
5702,4982,2024-07-13,Southeast,completed
5703,4423,2025-11-13,Southeast,completed
5704,754,2025-11-08,Southwest,returned
5705,4965,2024-10-28,Southeast,completed
5706,1901,2026-08-07,Midwest,cancelled
5707,1,2026-06-11,Midwest,completed
5708,588,2024-07-20,West,completed
5709,641,2025-01-21,Southwest,completed
5710,3169,2024-05-03,Southwest,returned
5711,804,2026-04-10,Southwest,cancelled
5712,2671,2025-08-31,Southeast,cancelled
5713,1405,2025-11-09,Southeast,completed
5714,2007,2026-01-27,Midwest,returned
5715,250,2024-03-12,Southeast,completed
5716,2458,2024-09-25,West,completed
5717,2847,2024-07-09,Southeast,completed
5718,127,2026-02-03,Southeast,completed
5719,4792,2025-08-29,Northeast,cancelled
5720,2945,2025-07-20,Southwest,completed
5721,2852,2025-09-17,Midwest,completed
5722,2860,2025-03-22,Southeast,completed
5723,2888,2025-08-27,Midwest,completed
5724,1623,2025-12-20,Southwest,completed
5725,627,2025-03-22,West,completed
5726,3035,2026-08-03,Southwest,completed
5727,2055,2025-11-02,West,completed
5728,1930,2026-04-08,Midwest,completed
5729,3601,2026-01-19,Northeast,completed
5730,4978,2024-02-14,West,completed
5731,739,2026-01-21,West,completed
5732,707,2024-09-23,Southeast,completed
5733,2407,2025-04-18,West,completed
5734,2735,2025-11-14,Midwest,completed
5735,1283,2024-01-12,Southeast,completed
5736,470,2024-06-12,Southeast,completed
5737,2439,2025-06-08,Northeast,completed
5738,3728,2026-01-25,Northeast,completed
5739,3902,2025-04-18,West,completed
5740,3067,2024-03-08,Northeast,completed
5741,4739,2026-08-06,Southwest,completed
5742,2421,2024-12-14,Midwest,returned
5743,2156,2025-11-20,Midwest,completed
5744,3652,2024-03-16,Northeast,cancelled
5745,1796,2026-01-24,Northeast,completed
5746,1894,2026-01-26,Midwest,returned
5747,644,2024-09-27,Southeast,completed
5748,3504,2025-12-19,Midwest,completed
5749,4186,2025-09-24,Southwest,completed
5750,888,2025-09-29,Southwest,completed
5751,3599,2024-02-01,Southeast,completed
5752,4465,2026-06-08,Southeast,completed
5753,1806,2024-06-15,Southwest,completed
5754,1171,2024-07-01,Southeast,completed
5755,1640,2024-09-14,Midwest,completed
5756,3536,2025-07-15,West,completed
5757,2944,2024-02-19,Northeast,completed
5758,2086,2024-06-26,Midwest,completed
5759,2793,2025-04-30,Southeast,completed
5760,2561,2024-09-13,Midwest,completed
5761,3167,2025-08-11,Southwest,completed
5762,591,2024-12-11,Southwest,completed
5763,2706,2025-07-29,West,completed
5764,4833,2024-03-07,Southeast,returned
5765,2322,2024-09-14,West,completed
5766,2177,2025-04-15,Southwest,returned
5767,3138,2025-07-25,Southwest,completed
5768,1784,2026-07-12,Northeast,completed
5769,3902,2025-09-17,West,completed
5770,2032,2025-09-25,Midwest,completed
5771,4992,2024-09-09,West,completed
5772,4761,2024-05-25,Midwest,completed
5773,4010,2024-01-15,Southeast,completed
5774,1883,2026-08-23,West,completed
5775,3244,2024-03-19,Northeast,completed
5776,1592,2025-09-14,Midwest,completed
5777,391,2025-03-22,Northeast,completed
5778,2298,2025-02-04,Northeast,completed
5779,965,2025-05-16,Midwest,completed
5780,747,2024-10-17,Northeast,completed
5781,2200,2024-09-05,Midwest,completed
5782,2995,2026-06-11,Midwest,returned
5783,1298,2024-07-03,West,completed
5784,1049,2025-11-13,Northeast,completed
5785,3010,2024-06-18,Southwest,completed
5786,3217,2024-07-02,West,completed
5787,4732,2024-02-29,West,completed
5788,1798,2025-01-24,Southwest,completed
5789,1140,2024-07-11,Southwest,completed
5790,1239,2026-01-16,Southwest,completed
5791,2682,2026-03-18,Southeast,completed
5792,4322,2026-05-02,Southwest,completed
5793,4138,2025-09-20,Southwest,completed
5794,2826,2025-08-18,Southwest,completed
5795,1087,2024-10-04,West,completed
5796,1620,2024-06-12,Southeast,completed
5797,1363,2025-07-21,West,completed
5798,3007,2026-02-23,Northeast,completed
5799,89,2025-11-16,Northeast,completed
5800,3388,2026-01-22,West,completed
5801,2047,2025-01-25,Southeast,completed
5802,878,2024-05-01,Southeast,completed
5803,764,2026-06-19,Northeast,completed
5804,1368,2024-07-11,Southeast,completed
5805,3315,2025-09-19,Southwest,completed
5806,3926,2025-04-19,Northeast,completed
5807,721,2025-10-15,Midwest,completed
5808,4028,2025-10-30,West,completed
5809,4769,2026-01-02,Southwest,completed
5810,381,2026-05-17,Midwest,cancelled
5811,3236,2025-05-12,Northeast,completed
5812,775,2024-08-07,Southwest,completed
5813,1434,2024-06-28,West,returned
5814,3149,2025-09-12,Southwest,completed
5815,2987,2024-08-22,Southeast,completed
5816,3362,2026-06-09,Southeast,completed
5817,1146,2024-02-16,Midwest,completed
5818,3234,2026-06-02,Southeast,completed
5819,284,2025-08-08,West,completed
5820,3673,2026-04-15,Northeast,completed
