ITEM_ID,ORDER_ID,PROD_ID,qty,unit_price
5692,1914,570,4,447.22
5693,1915,678,4,323.67
5694,1915,80,2,200.29
5695,1916,471,2,254.58
5696,1916,365,1,193.16
5697,1917,186,4,119.95
5698,1917,303,3,287.64
5699,1918,576,3,196.86
5700,1919,589,1,315.06
5701,1919,609,4,258.54
5702,1919,661,2,139.06
5703,1920,559,2,11.63
5704,1920,187,3,252.09
5705,1920,715,3,374.76
5706,1921,461,2,16.52
5707,1921,107,2,120.47
5708,1921,24,2,486.14
5709,1921,798,4,95.44
5710,1922,672,2,18.66
5711,1922,705,2,13.77
5712,1922,619,4,279.96
5713,1923,523,4,381.04
5714,1923,375,3,246.19
5715,1923,11,1,494.54
5716,1923,189,3,106.09
5717,1923,632,2,202.65
5718,1924,582,2,216.37
5719,1924,198,4,230.25
5720,1924,463,4,83.84
5721,1924,481,2,30.54
5722,1925,415,4,323.87
5723,1925,612,1,179.43
5724,1926,676,3,156.83
5725,1926,550,4,185.87
5726,1926,165,3,376.44
5727,1926,186,3,131.59
5728,1926,668,1,144.33
5729,1927,513,4,276.76
5730,1927,361,4,273.15
5731,1928,608,4,408.48
5732,1928,689,4,359.16
5733,1928,603,2,422.38
5734,1929,41,2,289.56
5735,1929,549,1,298.84
5736,1930,717,2,245.69
5737,1930,304,4,336.41
5738,1930,373,2,192.59
5739,1930,4,3,35.47
5740,1931,144,4,400.52
5741,1932,15,4,490.04
5742,1932,543,1,440.63
5743,1933,732,4,222.24
5744,1933,220,1,86.3
5745,1933,162,2,384.89
5746,1933,399,1,143.58
5747,1933,137,4,248.63
5748,1934,733,3,407.49
5749,1934,135,1,268.4
5750,1934,540,2,190.74
5751,1934,226,4,129.76
5752,1935,688,2,91.09
5753,1936,544,1,75.69
5754,1937,70,3,470.79
5755,1938,571,2,438.07
5756,1939,470,3,14.29
5757,1939,102,1,345.93
5758,1939,385,2,182.9
5759,1939,380,1,361.07
5760,1940,794,3,456.74
5761,1940,57,1,109.45
5762,1940,12,1,513.31
5763,1941,465,4,67.94
5764,1941,370,1,489.43
5765,1941,759,1,85.29
5766,1941,396,2,326.16
5767,1942,302,3,54.45
5768,1942,255,3,319.16
5769,1942,108,3,384.0
5770,1943,499,2,234.66
5771,1943,722,3,305.24
5772,1943,274,4,342.7
5773,1943,659,3,112.27
5774,1944,794,2,486.46
5775,1944,408,4,487.37
5776,1944,451,4,210.2
5777,1945,57,4,120.42
5778,1945,472,3,331.36
5779,1945,339,1,157.53
5780,1945,767,1,159.83
5781,1945,565,3,49.81
5782,1946,515,1,31.77
5783,1946,336,2,39.87
5784,1946,194,2,218.47
5785,1946,442,3,246.76
5786,1946,563,3,401.08
5787,1947,533,3,457.32
5788,1947,501,3,294.65
5789,1947,379,4,375.74
5790,1947,634,2,193.76
5791,1947,169,3,233.19
5792,1948,758,3,154.34
5793,1948,356,3,164.46
5794,1949,275,4,137.93
5795,1949,30,3,243.85
5796,1949,388,1,256.5
5797,1949,400,2,69.2
5798,1950,503,4,51.02
5799,1950,789,2,316.32
5800,1951,520,1,79.14
5801,1952,434,4,245.74
5802,1953,140,4,311.95
5803,1953,350,1,216.07
5804,1953,134,4,390.76
5805,1953,281,1,97.01
5806,1953,676,2,139.45
5807,1954,452,4,448.01
5808,1954,102,3,383.65
5809,1954,445,4,328.47
5810,1955,439,3,247.85
5811,1956,63,4,387.5
5812,1956,691,4,63.67
5813,1956,705,4,16.97
5814,1956,358,3,243.55
5815,1957,663,1,138.96
5816,1957,489,1,434.28
5817,1957,266,3,73.42
5818,1958,650,3,67.34
5819,1958,621,2,256.82
5820,1958,192,2,398.37
5821,1958,517,4,115.99
5822,1958,405,1,111.19
5823,1959,93,1,249.91
5824,1959,749,1,506.71
5825,1960,42,3,459.12
5826,1960,504,3,313.67
5827,1960,81,4,531.96
5828,1960,633,3,349.14
5829,1960,563,4,511.03
5830,1961,402,1,257.57
5831,1962,351,3,424.68
5832,1963,391,1,437.95
5833,1963,199,3,387.17
5834,1963,75,4,35.84
5835,1963,790,4,18.79
5836,1964,637,1,116.29
5837,1964,456,4,478.92
5838,1964,385,2,236.46
5839,1964,665,3,58.16
5840,1965,270,3,409.14
5841,1965,768,3,113.6
5842,1965,358,4,218.56
5843,1965,582,2,228.58
5844,1966,411,3,130.72
5845,1966,700,3,150.31
5846,1966,174,3,12.22
5847,1966,666,1,127.39
5848,1966,524,2,176.55
5849,1967,263,1,520.39
5850,1968,598,4,91.72
5851,1968,94,3,124.97
5852,1968,370,3,486.62
5853,1969,790,3,21.03
5854,1970,404,2,90.64
5855,1970,326,1,11.26
5856,1970,340,2,374.94
5857,1971,634,3,190.9
5858,1971,791,1,138.26
5859,1971,205,1,75.16
5860,1972,99,1,89.56
5861,1972,353,1,424.96
5862,1972,256,2,329.58
5863,1972,188,1,341.53
5864,1973,349,1,404.23
5865,1973,19,1,237.26
5866,1974,661,2,124.07
5867,1974,171,2,327.62
5868,1974,570,1,493.79
5869,1974,45,4,119.62
5870,1974,361,4,318.75
5871,1975,523,1,335.68
5872,1975,34,4,525.64
5873,1976,256,2,249.03
5874,1976,781,2,476.2
5875,1976,195,3,66.0
5876,1976,284,2,258.77
5877,1976,352,4,180.04
5878,1977,687,1,192.29
5879,1977,507,2,371.73
5880,1977,791,1,127.01
5881,1977,215,3,164.23
5882,1978,593,2,363.44
5883,1978,650,3,57.82
5884,1979,360,1,105.64
5885,1979,611,1,22.49
5886,1980,535,4,135.48
5887,1980,154,3,132.11
5888,1980,349,3,474.17
5889,1981,744,1,204.1
5890,1981,608,4,351.8
5891,1981,221,4,139.42
5892,1981,335,3,290.58
5893,1981,388,4,334.9
5894,1982,500,1,128.21
5895,1982,355,2,351.64
5896,1982,226,2,96.59
5897,1982,212,1,379.87
5898,1983,241,3,408.97
5899,1983,561,2,457.13
5900,1983,573,4,178.39
5901,1983,478,1,244.56
5902,1983,758,1,144.07
5903,1984,236,2,547.9
5904,1985,503,1,49.78
5905,1985,540,4,187.31
5906,1985,620,1,38.08
5907,1986,155,3,190.91
5908,1986,569,1,524.11
5909,1986,582,3,216.77
5910,1987,389,4,235.91
5911,1987,557,2,194.42
5912,1988,55,1,194.59
5913,1988,541,1,400.11
5914,1988,14,1,79.11
5915,1988,656,3,18.22
5916,1988,171,2,267.23
5917,1989,122,2,197.37
5918,1989,760,1,343.26
5919,1989,67,1,153.97
5920,1989,103,2,68.7
5921,1989,119,3,232.72
5922,1990,188,4,494.0
5923,1990,37,1,53.57
5924,1990,221,1,188.9
5925,1990,319,4,250.38
5926,1991,413,3,223.46
5927,1991,150,1,44.34
5928,1991,121,1,217.91
5929,1991,786,4,269.42
5930,1992,492,3,25.26
5931,1992,498,2,116.2
5932,1992,242,1,367.58
5933,1993,113,4,165.57
5934,1993,636,2,430.32
5935,1993,630,2,55.86
5936,1993,61,3,361.51
5937,1994,98,1,492.4
5938,1995,333,2,414.07
5939,1995,544,2,91.56
5940,1996,633,1,430.24
5941,1996,700,3,151.15
5942,1996,465,4,80.6
5943,1997,238,3,406.53
5944,1997,479,3,103.72
5945,1998,477,1,205.26
5946,1998,439,4,203.04
5947,1999,690,1,64.75
5948,2000,93,2,228.13
5949,2000,298,3,215.87
5950,2000,10,2,426.27
5951,2000,328,1,323.57
5952,2001,650,2,63.67
5953,2001,780,2,227.4
5954,2001,314,3,384.0
5955,2001,690,1,60.07
5956,2002,252,1,411.9
5957,2002,58,3,218.97
5958,2002,291,2,91.94
5959,2003,223,1,247.37
5960,2003,451,2,228.95
5961,2003,204,3,158.5
5962,2003,563,1,387.08
5963,2003,618,1,458.51
5964,2004,177,4,220.65
5965,2004,661,2,121.15
5966,2004,429,4,14.86
5967,2004,359,4,146.26
5968,2005,725,3,479.76
5969,2005,592,4,231.64
5970,2005,519,1,230.89
5971,2006,788,1,222.0
5972,2007,50,3,403.38
5973,2007,477,4,193.64
5974,2007,670,1,306.81
5975,2007,83,4,399.46
5976,2008,239,3,268.52
5977,2008,762,3,241.0
5978,2008,400,4,94.62
5979,2009,623,1,362.67
5980,2009,476,4,385.43
5981,2010,73,3,135.78
5982,2010,532,1,375.97
5983,2010,492,1,30.75
5984,2010,580,3,434.59
5985,2011,690,1,76.43
5986,2011,327,3,54.59
5987,2011,520,3,92.73
5988,2012,599,4,211.87
5989,2012,305,4,398.06
5990,2012,326,4,7.8
5991,2012,366,4,260.62
5992,2013,227,1,18.13
5993,2014,486,4,458.45
5994,2014,399,1,116.25
5995,2014,770,2,71.91
5996,2014,673,4,399.14
5997,2014,534,2,359.29
5998,2015,762,2,230.8
5999,2015,86,2,43.74
6000,2015,606,3,363.46
6001,2015,217,2,164.31
6002,2016,416,4,282.72
6003,2016,352,2,238.98
6004,2016,528,2,103.02
6005,2016,172,4,81.19
6006,2017,613,2,358.3
6007,2017,390,1,138.63
6008,2017,346,4,318.92
6009,2017,582,2,201.92
6010,2018,273,3,168.91
6011,2018,329,3,111.84
6012,2019,147,4,373.79
6013,2019,420,2,146.9
6014,2020,522,2,205.08
6015,2020,408,3,426.45
6016,2020,407,3,295.48
6017,2020,748,2,204.98
6018,2021,691,2,62.67
6019,2021,423,2,482.14
6020,2021,772,2,174.78
6021,2021,383,3,131.56
6022,2022,166,1,138.78
6023,2022,8,2,156.67
6024,2022,422,2,279.06
6025,2022,359,3,128.08
6026,2023,140,1,370.74
6027,2024,648,4,99.47
6028,2024,715,1,285.25
6029,2024,455,2,17.07
6030,2024,449,3,207.13
6031,2025,692,3,397.47
6032,2025,253,4,224.49
6033,2025,559,1,12.66
6034,2026,443,4,233.72
6035,2026,190,3,264.81
6036,2027,21,1,436.89
6037,2028,66,2,372.22
6038,2028,79,3,284.53
6039,2028,533,4,339.34
6040,2028,651,3,490.03
6041,2029,412,1,188.24
6042,2029,218,4,246.56
6043,2029,548,4,355.73
6044,2029,672,2,16.75
6045,2030,792,1,301.64
6046,2030,54,3,382.0
6047,2030,193,2,253.87
6048,2031,176,3,495.36
6049,2031,617,2,465.83
6050,2031,59,1,325.26
6051,2032,766,3,90.67
6052,2032,207,4,470.83
6053,2032,618,4,433.39
6054,2032,406,1,208.56
6055,2033,688,1,82.95
6056,2033,519,1,293.86
6057,2033,568,2,18.69
6058,2033,755,3,28.43
6059,2033,726,4,183.66
6060,2034,749,3,379.12
6061,2034,80,4,188.07
6062,2034,322,4,519.73
6063,2034,317,2,159.41
6064,2035,51,4,195.86
6065,2035,302,3,50.72
6066,2035,197,3,327.95
6067,2035,43,4,419.79
6068,2035,576,2,170.2
6069,2036,68,1,101.37
6070,2036,169,3,188.05
6071,2036,287,3,153.75
6072,2036,163,1,23.69
6073,2037,582,3,214.66
6074,2037,29,4,387.25
6075,2037,627,3,380.07
6076,2037,602,1,102.1
6077,2038,292,4,328.95
6078,2038,686,1,321.11
6079,2039,319,1,240.15
6080,2039,552,3,310.33
6081,2039,501,4,364.82
6082,2039,62,2,180.94
6083,2039,213,1,265.66
6084,2040,133,3,356.86
6085,2040,622,2,415.31
6086,2041,463,4,79.91
6087,2041,581,4,437.57
6088,2041,17,3,70.87
6089,2042,40,4,93.32
6090,2042,405,1,136.81
6091,2043,366,1,299.4
6092,2043,796,2,70.76
6093,2043,646,2,102.16
6094,2043,176,1,493.1
6095,2043,427,1,114.96
6096,2044,406,2,158.65
6097,2044,475,4,486.09
6098,2044,544,3,89.9
6099,2044,738,1,300.94
6100,2045,225,4,63.68
6101,2045,132,1,232.23
6102,2045,188,4,470.77
6103,2046,96,2,150.28
6104,2046,125,4,121.36
6105,2047,92,3,451.19
6106,2047,669,2,198.85
6107,2047,561,4,420.71
6108,2047,136,1,248.4
6109,2047,599,3,244.6
6110,2048,459,4,356.54
6111,2048,537,3,333.92
6112,2048,562,3,96.47
6113,2048,465,3,84.02
6114,2049,696,2,237.88
6115,2049,15,3,460.15
6116,2049,360,2,131.91
6117,2050,330,2,303.22
6118,2051,321,3,12.2
6119,2051,269,2,127.49
6120,2052,164,1,183.63
6121,2052,696,4,213.48
6122,2053,27,1,93.43
6123,2053,98,4,407.01
6124,2053,78,2,356.3
6125,2053,480,1,161.31
6126,2053,481,4,25.87
6127,2054,764,4,196.95
6128,2054,361,4,316.19
6129,2054,309,3,244.19
6130,2054,257,4,326.89
6131,2054,129,4,75.91
6132,2055,20,2,238.83
6133,2055,551,3,158.01
6134,2055,192,1,382.03
6135,2055,694,1,8.99
6136,2055,353,1,417.75
6137,2056,463,3,72.09
6138,2056,379,1,340.63
6139,2056,641,4,185.71
6140,2056,639,1,510.42
6141,2056,424,3,302.05
6142,2057,441,1,83.38
6143,2057,687,1,209.71
6144,2058,444,2,498.24
6145,2058,339,4,148.95
6146,2058,758,2,188.83
6147,2058,759,2,108.81
6148,2058,389,3,314.79
6149,2059,216,4,232.28
6150,2059,5,4,74.54
6151,2059,424,4,409.92
6152,2059,712,1,329.13
6153,2060,388,1,254.21
6154,2060,572,1,378.95
6155,2060,271,1,328.46
6156,2060,536,2,169.09
6157,2060,399,2,130.11
6158,2061,789,2,366.19
6159,2062,496,4,327.17
6160,2062,251,2,32.29
6161,2063,727,2,50.43
6162,2064,599,3,225.6
6163,2064,695,1,281.34
6164,2065,704,2,144.47
6165,2066,165,4,367.29
6166,2066,325,1,262.45
6167,2066,82,1,115.71
6168,2066,361,3,304.47
6169,2067,99,3,79.18
6170,2067,295,4,112.59
6171,2067,619,2,273.3
6172,2067,361,2,285.85
6173,2068,241,4,492.11
6174,2068,116,4,286.47
6175,2068,240,4,171.75
6176,2069,85,2,263.26
6177,2070,695,1,252.34
6178,2070,119,4,219.49
6179,2070,635,2,490.56
6180,2070,617,2,399.91
6181,2071,658,1,224.34
6182,2071,720,4,324.71
6183,2071,530,2,295.13
6184,2071,278,1,316.39
6185,2072,322,3,418.78
6186,2072,199,2,352.12
6187,2072,484,2,142.4
6188,2073,501,1,417.29
6189,2073,553,3,437.64
6190,2073,86,3,35.93
6191,2073,616,2,438.53
6192,2073,755,4,37.5
6193,2074,357,2,299.22
6194,2075,313,4,408.33
6195,2076,350,3,261.28
6196,2076,594,4,286.76
6197,2077,786,1,279.88
6198,2077,540,2,223.24
6199,2078,94,3,130.72
6200,2078,73,4,138.77
6201,2078,610,4,25.02
6202,2078,376,1,482.0
6203,2079,421,1,322.15
6204,2079,673,3,297.63
6205,2080,223,2,239.89
6206,2080,267,4,47.28
6207,2080,275,1,169.2
6208,2080,449,4,181.58
6209,2081,415,2,359.39
6210,2082,664,3,316.39
6211,2083,7,2,361.65
6212,2083,721,2,195.77
6213,2083,530,4,249.13
6214,2083,293,1,55.05
6215,2083,258,4,67.99
6216,2084,684,3,422.83
6217,2084,415,3,282.99
6218,2085,127,2,126.06
6219,2085,537,1,439.16
6220,2085,551,4,164.97
6221,2085,424,1,301.87
6222,2086,329,3,108.46
6223,2086,91,1,348.67
6224,2087,696,1,212.31
6225,2087,440,4,33.21
6226,2087,171,3,333.49
6227,2087,85,4,202.34
6228,2088,678,4,389.9
6229,2089,674,2,270.35
6230,2090,403,4,316.76
6231,2090,659,2,108.34
6232,2091,522,3,204.06
6233,2092,256,1,271.82
6234,2092,132,3,239.81
6235,2092,175,4,262.25
6236,2092,573,4,164.22
6237,2093,117,3,28.18
6238,2093,112,1,124.23
6239,2093,23,1,362.67
6240,2093,721,2,218.64
6241,2094,189,1,84.09
6242,2094,500,3,108.4
6243,2094,448,3,389.31
6244,2095,384,3,104.12
6245,2095,651,3,418.82
6246,2095,416,1,323.68
6247,2095,453,2,363.27
6248,2095,704,1,151.7
6249,2096,677,4,278.74
6250,2096,238,1,439.24
6251,2096,75,4,38.78
6252,2097,674,4,266.64
6253,2097,657,1,62.75
6254,2097,736,2,361.38
6255,2097,64,3,67.77
6256,2097,605,2,385.02
6257,2098,112,2,117.85
6258,2098,208,2,162.49
6259,2098,547,4,171.54
6260,2098,399,1,110.43
6261,2098,314,1,406.54
6262,2099,165,2,349.69
6263,2099,477,1,251.78
6264,2099,5,4,72.3
6265,2099,505,4,476.54
6266,2100,540,4,214.23
6267,2101,628,3,271.36
6268,2101,377,4,480.01
6269,2101,121,3,202.38
6270,2101,508,2,7.22
6271,2102,570,1,542.01
6272,2103,400,1,69.47
6273,2103,581,3,398.83
6274,2103,634,4,171.22
6275,2103,440,2,40.6
6276,2103,723,2,326.15
6277,2104,332,2,202.18
6278,2104,199,1,330.47
6279,2104,616,4,389.57
6280,2104,627,3,475.01
6281,2105,348,2,321.59
6282,2105,513,4,319.35
6283,2106,385,4,242.07
6284,2106,210,1,180.3
6285,2106,92,3,370.83
6286,2107,131,2,412.09
6287,2107,220,3,88.45
6288,2107,569,4,451.23
6289,2107,634,4,191.24
6290,2107,798,1,110.53
6291,2108,340,2,454.41
6292,2108,628,2,294.98
6293,2108,335,2,375.02
6294,2108,338,4,216.23
6295,2108,774,1,34.3
6296,2109,602,1,125.92
6297,2109,480,4,127.27
6298,2110,498,4,118.46
6299,2110,724,4,195.81
6300,2110,658,4,250.14
6301,2111,118,4,118.89
6302,2111,103,4,79.84
6303,2111,381,4,441.39
6304,2111,419,4,37.39
6305,2112,9,2,245.38
6306,2112,353,3,459.05
6307,2112,399,3,151.15
6308,2112,631,1,294.05
6309,2113,729,1,419.81
6310,2113,171,2,321.49
6311,2113,253,2,252.4
6312,2113,270,1,396.6
6313,2113,626,1,169.34
6314,2114,592,4,241.87
6315,2114,609,2,340.69
6316,2114,602,1,126.7
6317,2114,123,2,326.05
6318,2114,140,2,398.3
6319,2115,567,4,117.14
6320,2115,721,4,209.75
6321,2115,233,4,37.49
6322,2115,665,2,49.46
6323,2116,321,1,12.3
6324,2116,228,1,325.6
6325,2117,12,1,442.0
6326,2117,450,1,217.27
6327,2117,578,2,283.67
6328,2117,352,1,183.14
6329,2118,499,4,248.63
6330,2118,53,4,142.68
6331,2119,508,4,8.83
6332,2119,514,2,39.7
6333,2119,218,1,221.43
6334,2120,627,1,403.36
6335,2120,611,4,21.81
6336,2120,212,4,383.52
6337,2120,601,2,288.62
6338,2121,292,1,283.9
6339,2121,417,3,77.44
6340,2121,633,2,354.85
6341,2121,66,2,323.68
6342,2122,38,4,32.07
6343,2122,541,4,456.46
6344,2123,638,2,34.32
6345,2123,17,4,85.72
6346,2123,588,4,266.7
6347,2123,120,4,9.41
6348,2123,475,2,546.85
6349,2124,14,4,84.82
6350,2124,545,2,250.49
6351,2124,325,1,359.91
6352,2125,477,2,209.48
6353,2125,411,2,142.32
6354,2125,542,3,383.06
6355,2125,736,1,323.01
6356,2126,343,4,443.94
6357,2126,149,1,147.44
6358,2126,631,3,327.34
6359,2127,135,4,299.67
6360,2127,457,3,287.89
6361,2127,538,3,337.89
6362,2127,658,2,244.14
6363,2127,373,2,215.31
6364,2128,638,2,24.42
6365,2128,548,1,319.04
6366,2129,657,2,86.52
6367,2129,438,2,449.8
6368,2130,375,2,195.94
6369,2131,566,2,380.98
6370,2131,737,1,396.18
6371,2132,573,3,159.34
6372,2132,534,3,395.89
6373,2132,255,4,387.33
6374,2132,794,4,344.49
6375,2132,275,3,138.59
6376,2133,643,3,385.68
6377,2133,588,2,317.64
6378,2133,142,2,223.34
6379,2134,442,1,260.93
6380,2135,462,1,228.69
6381,2135,377,3,376.95
6382,2135,127,1,145.28
6383,2136,742,2,13.3
6384,2137,95,1,264.11
6385,2137,596,1,165.47
6386,2137,306,2,156.29
6387,2137,360,4,148.46
6388,2138,676,4,154.7
6389,2138,266,2,71.03
6390,2138,9,3,240.45
6391,2138,782,3,19.2
6392,2139,453,4,358.6
6393,2140,386,2,472.34
6394,2140,417,4,59.41
6395,2140,602,2,127.09
6396,2141,26,4,195.4
6397,2141,779,4,96.49
6398,2141,44,3,321.71
6399,2142,728,4,302.67
6400,2142,659,3,128.13
6401,2142,278,4,357.93
6402,2142,643,3,270.62
6403,2142,743,3,379.58
6404,2143,504,2,303.69
6405,2143,223,2,271.87
6406,2144,111,4,407.05
6407,2144,454,2,485.32
6408,2144,697,3,461.98
6409,2144,147,3,370.14
6410,2144,450,1,247.87
6411,2145,674,1,323.63
6412,2145,609,1,263.32
6413,2145,227,4,21.57
6414,2146,533,1,418.85
6415,2147,221,2,172.82
6416,2147,312,3,520.59
6417,2147,203,2,365.17
6418,2147,754,3,300.2
6419,2148,739,2,117.0
6420,2149,173,2,420.94
6421,2150,549,1,240.3
6422,2150,399,2,138.71
6423,2150,300,3,187.77
6424,2150,634,3,206.4
6425,2150,570,3,523.01
6426,2151,603,1,386.66
6427,2151,436,2,118.13
6428,2151,653,2,169.62
6429,2151,293,1,66.16
6430,2151,765,4,279.1
6431,2152,15,2,372.24
6432,2153,523,2,353.03
6433,2154,482,4,177.62
6434,2155,597,3,522.28
6435,2155,65,1,141.93
6436,2156,247,3,401.36
6437,2156,193,4,223.88
6438,2156,100,2,318.58
6439,2156,165,3,402.0
6440,2157,355,3,292.85
6441,2157,104,2,159.93
6442,2157,216,3,214.02
6443,2157,287,2,143.65
6444,2157,329,2,102.63
6445,2158,62,1,185.93
6446,2158,728,2,276.83
6447,2159,481,4,28.22
6448,2159,135,4,262.3
6449,2159,457,1,306.02
6450,2160,314,2,425.57
6451,2160,226,3,120.29
6452,2160,736,3,302.81
6453,2160,531,4,312.84
6454,2160,118,3,129.72
6455,2161,712,1,311.66
6456,2161,746,4,50.36
6457,2161,656,1,18.12
6458,2162,523,3,308.66
6459,2162,486,3,456.06
6460,2162,260,2,240.63
6461,2163,539,3,106.43
6462,2163,568,1,19.26
6463,2163,678,4,317.57
6464,2163,173,3,405.76
6465,2163,514,1,43.75
6466,2164,264,3,444.07
6467,2165,394,2,167.93
6468,2166,735,3,215.67
6469,2166,358,2,195.58
6470,2167,389,2,235.45
6471,2168,608,2,433.0
6472,2168,115,1,335.47
6473,2168,206,1,175.44
6474,2168,381,3,477.13
6475,2168,329,4,98.07
6476,2169,476,3,383.97
6477,2169,4,1,29.32
6478,2170,598,1,107.69
6479,2170,652,1,375.18
6480,2170,106,2,402.35
6481,2170,343,1,430.36
6482,2171,333,3,359.98
6483,2171,350,2,199.21
6484,2172,188,1,487.29
6485,2173,24,2,425.58
6486,2174,408,2,393.02
6487,2174,106,3,503.91
6488,2174,267,4,39.63
6489,2175,346,3,289.78
6490,2176,379,2,358.01
6491,2176,580,1,472.56
6492,2176,60,2,73.27
6493,2177,603,2,499.09
6494,2177,598,1,86.06
6495,2177,261,1,352.46
6496,2177,772,3,172.5
6497,2177,418,1,340.22
6498,2178,115,3,452.85
6499,2178,715,3,307.39
6500,2178,384,4,98.99
6501,2179,766,2,108.02
6502,2179,714,4,363.75
6503,2179,235,2,46.82
6504,2180,356,3,177.83
6505,2180,479,3,107.36
6506,2180,794,3,421.43
6507,2181,84,1,275.61
6508,2182,80,4,176.76
6509,2182,685,1,389.6
6510,2183,617,3,430.48
6511,2183,575,2,267.56
6512,2183,574,4,189.4
6513,2183,595,4,271.48
6514,2183,102,3,446.99
6515,2184,426,1,129.97
6516,2184,691,2,61.3
6517,2185,86,2,40.95
6518,2185,312,2,533.98
6519,2185,477,2,255.18
6520,2185,424,2,350.72
6521,2185,1,3,263.38
6522,2186,109,2,357.3
6523,2187,285,1,381.51
6524,2188,718,4,243.9
6525,2188,379,3,391.86
6526,2188,373,4,238.1
6527,2188,480,2,142.68
6528,2188,709,1,413.2
6529,2189,3,3,234.43
6530,2189,471,2,353.46
6531,2189,496,3,276.81
6532,2190,781,4,478.82
6533,2190,299,1,332.77
6534,2190,759,3,96.84
6535,2190,457,4,359.12
6536,2190,71,3,58.67
6537,2191,28,3,281.0
6538,2191,589,3,305.43
6539,2192,234,4,191.8
6540,2192,627,3,407.45
6541,2192,114,2,165.11
6542,2192,615,1,421.88
6543,2192,38,3,26.11
6544,2193,582,4,227.55
6545,2193,388,1,258.88
6546,2193,796,4,75.53
6547,2193,383,2,143.04
6548,2193,474,1,266.52
6549,2194,619,2,208.6
6550,2194,794,2,466.73
6551,2195,88,2,124.0
6552,2196,654,4,467.71
6553,2196,297,4,426.2
6554,2196,107,1,124.39
6555,2196,239,3,225.31
6556,2197,386,1,405.72
6557,2198,699,3,231.07
6558,2198,708,1,337.84
6559,2198,632,2,213.34
6560,2199,360,2,138.49
6561,2199,530,1,306.12
6562,2200,440,3,36.75
6563,2200,237,3,307.45
6564,2200,426,4,111.56
6565,2201,209,4,53.41
6566,2201,409,2,392.96
6567,2202,457,2,326.22
6568,2203,235,1,41.89
6569,2203,708,4,329.49
6570,2203,504,3,385.12
6571,2203,715,2,393.94
6572,2204,460,2,297.1
6573,2204,7,3,325.44
6574,2205,428,2,120.28
6575,2205,269,4,152.74
6576,2205,209,3,45.16
6577,2206,534,1,492.78
6578,2206,552,1,295.95
6579,2206,431,3,80.52
6580,2206,461,4,20.41
6581,2207,85,1,279.97
6582,2208,281,2,83.94
6583,2208,54,3,422.66
6584,2208,148,3,175.03
6585,2208,756,2,360.86
6586,2208,158,1,206.11
6587,2209,132,3,215.13
6588,2209,334,3,30.7
6589,2209,454,4,418.98
6590,2210,328,2,344.74
6591,2210,132,4,216.04
6592,2210,73,1,136.68
6593,2211,630,1,60.82
6594,2212,232,1,396.79
6595,2212,557,3,156.41
6596,2212,773,1,34.87
6597,2212,282,1,353.45
6598,2212,380,3,373.26
6599,2213,251,1,28.87
6600,2213,59,2,465.55
6601,2213,266,2,62.56
6602,2213,533,2,350.89
6603,2214,518,1,100.17
6604,2214,357,1,207.29
6605,2214,582,2,231.08
6606,2215,294,2,367.3
6607,2215,679,3,64.92
6608,2215,122,4,188.43
6609,2216,3,1,234.16
6610,2216,361,2,279.23
6611,2216,748,1,206.96
6612,2216,793,4,302.93
6613,2217,301,3,308.1
6614,2218,540,2,235.29
6615,2218,565,1,51.12
6616,2219,170,3,308.61
6617,2220,620,2,32.11
6618,2220,358,2,231.88
6619,2220,530,2,289.5
6620,2220,239,1,312.88
6621,2220,168,1,242.44
6622,2221,598,3,108.15
6623,2221,246,2,239.69
6624,2221,474,4,303.14
6625,2221,623,3,402.73
6626,2222,637,2,127.33
6627,2222,533,1,479.75
6628,2223,47,1,231.87
6629,2223,161,4,385.53
6630,2223,92,1,489.95
6631,2223,332,4,171.43
6632,2224,508,4,7.81
6633,2224,230,2,240.54
6634,2224,12,2,488.38
6635,2225,135,3,272.4
6636,2225,565,4,60.0
6637,2225,371,4,120.66
6638,2226,179,1,395.82
6639,2226,123,2,421.1
6640,2226,421,4,318.79
6641,2226,731,3,142.36
6642,2226,630,1,53.76
6643,2227,269,1,157.82
6644,2228,87,2,42.63
6645,2228,220,2,93.29
6646,2229,183,3,291.25
6647,2229,606,2,355.41
6648,2229,360,4,130.18
6649,2229,647,4,462.3
6650,2230,116,2,305.87
6651,2230,668,2,146.31
6652,2231,527,4,371.69
6653,2232,601,1,249.11
6654,2233,659,2,121.84
6655,2233,751,1,264.59
6656,2233,99,1,112.65
6657,2233,463,1,99.79
6658,2234,629,3,201.36
6659,2234,129,2,72.89
6660,2234,418,2,299.87
6661,2234,2,2,60.58
6662,2235,571,1,347.96
6663,2235,156,4,424.47
6664,2235,386,2,443.48
6665,2235,718,2,240.81
6666,2236,56,3,239.48
6667,2236,203,3,403.55
6668,2237,668,2,119.65
6669,2237,578,3,237.84
6670,2237,627,4,427.53
6671,2237,777,1,505.22
6672,2237,571,3,421.41
6673,2238,491,4,107.73
6674,2238,118,2,120.27
6675,2238,636,4,335.16
6676,2238,769,1,195.6
6677,2239,431,2,80.4
6678,2239,391,3,344.66
6679,2240,112,4,108.81
6680,2241,646,4,78.72
6681,2241,631,4,292.7
6682,2242,725,1,500.38
6683,2242,224,2,202.19
6684,2242,540,4,229.58
6685,2242,736,4,302.55
6686,2243,609,2,269.99
6687,2243,363,4,139.2
6688,2243,193,1,256.06
